claim_label,votes_1,votes_2,votes_3,votes_4,votes_5
SUPPORTS,"[null, ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]"
NOT_ENOUGH_INFO,"[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]"
NOT_ENOUGH_INFO,"[null, ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, ""NOT_ENOUGH_INFO""]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""SUPPORTS""]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
NOT_ENOUGH_INFO,"[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]"
REFUTES,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]"
SUPPORTS,"[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]"
REFUTES,"[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]"
DISPUTED,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]"
REFUTES,"[""REFUTES"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
REFUTES,"[null, ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, ""NOT_ENOUGH_INFO""]"
REFUTES,"[""REFUTES"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""REFUTES""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""REFUTES""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, ""REFUTES""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, ""REFUTES""]"
NOT_ENOUGH_INFO,"[null, ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""SUPPORTS"", ""REFUTES"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[null, ""SUPPORTS"", ""REFUTES"", null, null]"
NOT_ENOUGH_INFO,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]"
REFUTES,"[null, ""REFUTES"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""REFUTES"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]","[null, ""REFUTES"", ""REFUTES"", null, null]"
SUPPORTS,"[null, ""SUPPORTS"", ""REFUTES"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
REFUTES,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""REFUTES"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
SUPPORTS,"[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
NOT_ENOUGH_INFO,"[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]"
SUPPORTS,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, null]"
SUPPORTS,"[""REFUTES"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""REFUTES"", ""SUPPORTS"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]"
SUPPORTS,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, ""REFUTES""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, ""SUPPORTS""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]"
NOT_ENOUGH_INFO,"[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]"
NOT_ENOUGH_INFO,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]"
REFUTES,"[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""REFUTES"", ""SUPPORTS"", null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[""REFUTES"", ""SUPPORTS"", ""SUPPORTS"", null, null]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]"
DISPUTED,"[null, ""REFUTES"", ""REFUTES"", null, null]","[null, ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""SUPPORTS"", ""SUPPORTS"", null, null]","[null, ""REFUTES"", ""NOT_ENOUGH_INFO"", null, null]"
SUPPORTS,"[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]","[""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, null, null]"
REFUTES,"[""REFUTES"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""REFUTES"", ""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null]","[""REFUTES"", ""SUPPORTS"", ""REFUTES"", null, null]","[""REFUTES"", ""SUPPORTS"", ""REFUTES"", null, null]","[""REFUTES"", ""REFUTES"", ""REFUTES"", null, null]"
REFUTES,"[""SUPPORTS"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]"
SUPPORTS,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, ""SUPPORTS""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""SUPPORTS"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""REFUTES"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]"
SUPPORTS,"[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", null, null, null]","[""SUPPORTS"", ""SUPPORTS"", null, null, null]"
SUPPORTS,"[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]","[""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", ""REFUTES"", null, ""NOT_ENOUGH_INFO""]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, ""SUPPORTS""]","[""SUPPORTS"", ""SUPPORTS"", ""SUPPORTS"", null, ""REFUTES""]","[""SUPPORTS"", ""NOT_ENOUGH_INFO"", ""NOT_ENOUGH_INFO"", null, ""NOT_ENOUGH_INFO""]"
REFUTES,"[""SUPPORTS"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""REFUTES"", ""REFUTES"", null, null, null]","[""SUPPORTS"", ""REFUTES"", null, null, null]","[""NOT_ENOUGH_INFO"", ""REFUTES"", null, null, null]"
